v3,1 ile 10. satır aralığı yönetici bazlı v3 performans tablosudur (Varış merkezinde 12:00 den önce karşılanan seferleri hesaplar),,,,,,,Only City,,,,,,,,Saatlik 1. slot yetişme oranları,,,,,,,,,,Saatlik 2. slot yetişme oranları,,,,,,,,,,Saatlik hesaplanan adetler,,,,,,0.6905103146,0.9747892704,,,01:00 den 16:00 ya kadar yüklenen adetler,,,,,,,,,Günlük yetişme oranları,,,,,,
Denizli MH,0.9054054054,0,2010,0,2220,2300,,Denizli MH,0.2923423423,0,649,0,654,2299,,Denizli MH,0,0,0,0,0,0,0,0.9054054054,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,2300,,Denizli MH,,2300,,,0,0,0,,Cumartesi,0.6214091064,0.1336436925,21891,4708,35228,67608
İkitelli-Defne Transfer Merkezi,0.9992756248,0.0003621876132,8277,3,8283,13941,,İkitelli-Defne Transfer Merkezi,0.9992756248,0.0003621876132,8277,3,8283,13941,,İkitelli-Defne Transfer Merkezi,0,0.9988198269,0,0,0,1,0,0,,İkitelli-Defne Transfer Merkezi,0,0.000590086546,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,8445,0,0,0,5496,0,0,,İkitelli-Defne Transfer Merkezi,,13941,,,0,0,0,,,,,,,,
2026-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6339899269,0.9816016027,,,,,,,,,,,,,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
14,0.3226444949,0.3672715313,108888,123949,337486,571028,,14,0.2524904737,0.3099654504,85212,104609,231931,569934,,14,0.7135559921,0.8057189321,0.6124734505,0.5447222117,0.01954397394,0.4326997557,0.04446769553,0.1476855253,,14,0.08958742633,0.07393955821,0.2134099247,0.2391740101,0.5559769756,0.2859441101,0.5527972142,0.2511021308,,14,0.01199065545,0.1177227737,0.05752432455,0.07691741911,0.09159095526,0.2782437989,0.3476116758,0.01839839728,,14,0.04246902078,571028,,12621,36872,0.007908476203,0.007413640862,,14,0.3226444949,0.3672715313,108888,123949,337486,571028
Ankara Kazan SC,0.1638151371,0.3280772078,11729,23490,71599,206484,,Ankara Kazan SC,0.1493037612,0.3093478959,10690,22149,46470,205503,,Ankara Kazan SC,0.7135559921,0.6560043583,0,0.1811744598,0,0,0,0,,Ankara Kazan SC,0.08958742633,0.1309829559,0.4227583723,0.3618605787,0.4787280702,0.4386573357,0.2888720091,0.002672605791,,Ankara Kazan SC,6847,34433,7510,18250,41658,50186,40912,6688,,Ankara Kazan SC,,206484,,,17020,989,541,,Pazartesi,0.2824245884,0.3929224686,26712,37163,94581,145921
Esenyurt SC ,0.3152880585,0.4162268901,27303,36044,86597,107888,,Esenyurt SC ,0.2773421712,0.4161460559,24017,36037,72763,107830,,Esenyurt SC ,0,0.8857190385,0.9117647059,0,0.05016607491,0.01230958609,0,0,,Esenyurt SC ,0,0.04345837145,0.04735792622,0,0.6770129424,0.6691798738,0.5920635305,0,,Esenyurt SC ,0,32790,8321,0,10643,7417,48717,0,,Esenyurt SC ,,107888,,,9113,0,1961,,Salı,0.3113369383,0.3825470819,16697,20516,53630,88846
Gebze SC,0.2661652472,0.5407808871,24064,48892,90410,120447,,Gebze SC,0.1845592302,0.3624046013,16686,32765,54565,120414,,Gebze SC,0,0,0.6040600621,0.707890411,0,0.1852425908,0,0,,Gebze SC,0,0,0.2484690882,0.184109589,0,0.6434643746,0.7424430751,0.7013215859,,Gebze SC,0,0,17017,25672,0,28395,47693,1670,,Gebze SC,,120447,,,6801,1680,0,,Çarşamba,0.2681609857,0.3853932793,14452,20770,53893,101768
Bursa MH,0.6611034164,0.06867497692,28639,2975,43320,45862,,Bursa MH,0.4704524469,0.0256232687,20380,1110,21526,45854,,Bursa MH,0,0,0,0,0,0.6746897421,0,0.3895348837,,Bursa MH,0,0,0,0,0,0.05841574559,0,0.2737403101,,Bursa MH,0,0,0,0,0,43714,0,2148,,Bursa MH,,45862,,,3938,0,0,,Perşembe,0.3192035435,0.3702860455,15422,17890,48314,80894
Antalya MH,0.0858366335,0.4040052803,2666,12548,31059,59641,,Antalya MH,0.0858366335,0.4040052803,2666,12548,25826,59641,,Antalya MH,0,0,0,0,0,0.4132052077,0,0,,Antalya MH,0,0,0,0,0,0.1940483571,0.4590563661,0,,Antalya MH,0,0,0,0,0,13942,45699,0,,Antalya MH,,59641,,,0,0,0,,Cuma,0.2932576645,0.3940739827,14262,19165,48633,81408
Denizli MH,0.9985315712,0,5440,0,5448,15475,,Denizli MH,0.3182819383,0,1734,0,1736,15475,,Denizli MH,0,0,0,0,0,0,0.9985315712,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,15475,0,,Denizli MH,,15475,,,0,0,0,,Cumartesi,0.5553011578,0.2197216079,21343,8445,38435,72191
İkitelli-Defne Transfer Merkezi,0.9993372363,0,9047,0,9053,15231,,İkitelli-Defne Transfer Merkezi,0.9984535513,0,9039,0,9045,15217,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0.9993372363,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,15231,0,0,,İkitelli-Defne Transfer Merkezi,,15231,,,0,0,0,,,,,,,,
2026-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6834509317,0.9922847466,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
15,0.3475851339,0.3469649092,130017,129785,374058,599073,,15,0.2686428308,0.2904228756,100488,108635,255246,603672,,15,0,0.7094369912,0.8057527401,0.5069296466,0.007014489785,0.3582456711,0.07601606261,0.16875,,15,0,0.1230936819,0.06104832756,0.3102742879,0.640315396,0.3218917807,0.487906148,0.44475,,15,0,0.1061673619,0.09494836189,0.1488866966,0.07490072161,0.2585477897,0.3088338149,0.0077152534,,15,0.08144082608,599073,,15895,64684,0.04854060066,0.006253040972,,15,0.3475851339,0.3469675826,130017,129786,374058,599073
Ankara Kazan SC,0.1402328384,0.34953578,10588,26391,75503,216562,,Ankara Kazan SC,0.1310676397,0.333933751,9896,25213,48603,216562,,Ankara Kazan SC,0,0.5906834031,0,0,0,0,0,0,,Ankara Kazan SC,0,0.129707113,0.2772073922,0.5217499173,0.5304909561,0.4755766149,0.2386918027,0,,Ankara Kazan SC,0,39745,14922,31888,35297,45412,49298,0,,Ankara Kazan SC,,216562,,,18242,6936,2109,,Pazartesi,0.2650447687,0.4410753992,22290,37094,84099,128872
Esenyurt SC ,0.3141997838,0.3807836799,29356,35577,93431,113895,,Esenyurt SC ,0.2803887361,0.3807729768,26197,35576,78589,113895,,Esenyurt SC ,0,0.8502308087,0.9097181387,0.1525775873,0,5.298293949e-05,2.817060116e-05,0,,Esenyurt SC ,0,0.09864934177,0.01430867537,0.6081028438,0,0.5757126205,0.5376640938,0,,Esenyurt SC ,0,7596,33307,9646,0,22134,41212,0,,Esenyurt SC ,,113895,,,7848,2511,0,,Salı,0.3248706194,0.3617392868,25298,28169,77871,115428
Gebze SC,0.3401933646,0.5067898263,33920,50531,99708,125429,,Gebze SC,0.2481646408,0.3473743331,24744,34636,62302,130028,,Gebze SC,0,0.6544700793,0.7618977457,0.6346413113,0.01729579599,0.1892045097,0.1216348871,0,,Gebze SC,0,0.2507209805,0.1436569913,0.2557652735,0.8012877162,0.6542797758,0.6853972692,0.6659142212,,Gebze SC,0,7149,8652,36080,9574,19428,42213,2333,,Gebze SC,,125429,,,3812,0,230,,Çarşamba,0.2963386133,0.3913269281,17118,22605,57765,93221
Bursa MH,0.6001111871,0.1063547725,28066,4974,46768,49453,,Bursa MH,0.4753036264,0.01917978105,22229,897,23310,49453,,Bursa MH,0,0,0,0,0,0.6149753031,0,0.302962298,,Bursa MH,0,0,0,0,0,0.09822631343,0,0.2688509874,,Bursa MH,0,0,0,0,0,47164,0,2289,,Bursa MH,,49453,,,3982,478,0,,Perşembe,0.3665769598,0.2726104697,21113,15701,57595,92570
Antalya MH,0.08739691646,0.3678737899,2925,12312,33468,61589,,Antalya MH,0.08578343492,0.3678737899,2871,12312,27882,61589,,Antalya MH,0,0,0,0,0,0.4351383517,0,0,,Antalya MH,0,0,0,0,0,0.1747991669,0.4163987138,0,,Antalya MH,0,0,0,0,0,14578,47011,0,,Antalya MH,,61589,,,30800,8232,0,,Cuma,0.325544452,0.3593291095,17624,19453,54137,89298
Denizli MH,0.9994196918,0,15500,0,15509,16860,,Denizli MH,0.3152363144,0,4889,0,4889,16860,,Denizli MH,0,0,0,0.9992510766,0,0,0.999792832,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,11580,0,0,5280,0,,Denizli MH,,16860,,,0,0,0,,Cumartesi,0.6239346341,0.1588128947,26574,6764,42591,79684
İkitelli-Defne Transfer Merkezi,0.9990693827,0,9662,0,9671,15285,,İkitelli-Defne Transfer Merkezi,0.9990693827,0.0001034019233,9662,1,9671,15285,,İkitelli-Defne Transfer Merkezi,0,0.9989212513,0,0,0,0.9992698954,0,0,,İkitelli-Defne Transfer Merkezi,0,0.0001797914419,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,9112,0,0,0,6173,0,0,,İkitelli-Defne Transfer Merkezi,,15285,,,0,0,0,,,,,,,,
2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6690572517,0.9880939817,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
16,0.3621336122,0.3441074579,129516,123069,357647,596925,,16,0.2715834328,0.2989735689,97131,106927,243311,597711,,16,0,0.5576031242,0.7133402217,0.6540836776,0.04438155485,0.3364316363,0.1960436562,0.3296607205,,16,0,0.2059637133,0.1453265939,0.1896854934,0.5294822707,0.3129111109,0.4817189632,0.2277019937,,16,0,0.0843757591,0.09203836328,0.1332462202,0.1046178331,0.2547790761,0.3190367299,0.01190601834,,16,0.06898019014,596925,726365,11308,52484,0.05159277164,0.01363075882,,16,0.3621336122,0.34411305,129516,123071,357647,596925
Ankara Kazan SC,0.1154730727,0.3413674373,8686,25678,75221,219321,,Ankara Kazan SC,0.1089190519,0.3253479746,8193,24473,48378,219321,,Ankara Kazan SC,0,0.5319357779,0.1672485453,0.01181402439,0,0,0,0,,Ankara Kazan SC,0,0.1647619715,0.3996674979,0.4322916667,0.4187873731,0.3841907862,0.3341163311,0.1401179941,,Ankara Kazan SC,0,36765,16493,23214,43375,44655,52867,1952,,Ankara Kazan SC,,219321,,,17560,0,1142,,Pazartesi,0.3217238143,0.3810956403,25024,29642,77781,121890
Esenyurt SC ,0.2989816262,0.4329220324,27744,40173,92795,112157,,Esenyurt SC ,0.2659195,0.4329220324,24676,40173,77550,112943,,Esenyurt SC ,0,0.5930807249,0.8843040301,0,0.1451594203,0.01036236491,0,0,,Esenyurt SC ,0,0.262913073,0.04664595458,0,0.5428405797,0.6628099174,0.6035499603,0,,Esenyurt SC ,0,13601,29095,0,10293,18005,41163,0,,Esenyurt SC ,,112157,,,9150,2513,3733,,Salı,0.268762352,0.4221381396,15911,24991,59201,99073
Gebze SC,0.4248230823,0.434608681,40461,41393,95242,125817,,Gebze SC,0.2797190315,0.2913525545,26641,27749,56705,125817,,Gebze SC,0,0,0.6236853479,0.746370576,0.01152532726,0.01619610418,0.2234322378,0,,Gebze SC,0,0,0.2498199107,0.1630256766,0.7396129767,0.8113372729,0.6116423708,0,,Gebze SC,0,0,9352,47527,8781,5650,54507,0,,Gebze SC,,125817,,,13696,8465,0,,Çarşamba,0.328504779,0.3649723043,18800,20887,57229,95841
Bursa MH,0.6970387244,0.06469248292,33660,3124,48290,50806,,Bursa MH,0.4505694761,0.03787533651,21758,1829,23630,50806,,Bursa MH,0,0,0,0,0,0.7346820809,0,0.3740079365,,Bursa MH,0,0,0,0,0,0.04432369942,0,0.239484127,,Bursa MH,0,0,0,0,0,45651,0,5155,,Bursa MH,,50806,,,4604,0,0,,Perşembe,0.3347272145,0.3488024485,18811,19602,56198,95281
Antalya MH,0.002097670482,0.4674125051,57,12701,27173,60189,,Antalya MH,0.002097670482,0.4674125051,57,12701,21227,60189,,Antalya MH,0,0,0,0,0,0.003231109348,0,0,,Antalya MH,0,0,0,0,0,0.4732158041,0.4566722619,0,,Antalya MH,0,0,0,0,0,38123,22066,0,,Antalya MH,,60189,,,7474,7474,0,,Cuma,0.2935147258,0.3977906697,15836,21462,53953,87578
Denizli MH,0.9989135159,0,4597,0,4602,5132,,Denizli MH,0.3248587571,0,1495,0,1497,5132,,Denizli MH,0,0,0,0,0,0,0.9989135159,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,5132,0,,Denizli MH,,5132,,,0,0,0,,Cumartesi,0.659360045,0.1217415783,35134,6487,53285,97262
İkitelli-Defne Transfer Merkezi,0.9990924323,0,14311,0,14324,23503,,İkitelli-Defne Transfer Merkezi,0.9990924323,0.0001396258028,14311,2,14324,23503,,İkitelli-Defne Transfer Merkezi,0,0,0,1,0,0,0.9986050005,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0.0002146153021,0,,İkitelli-Defne Transfer Merkezi,0,0,0,8797,0,0,14706,0,,İkitelli-Defne Transfer Merkezi,,23503,,,0,0,0,,,,,,,,
2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
17,0.3804963254,0.3377260528,134405,119297,353236,579132,,17,0.263939689,0.2883171591,93233,101844,233436,579132,,17,0.9970144683,0.7560466,0.7386807545,0.4546234928,0.101375941,0.4808120582,0.05886244103,0.1081806696,,17,0.0006889688433,0.08661517032,0.1314036981,0.3087718598,0.5934493245,0.2177968563,0.5592690994,0.3048010107,,17,0.02564354931,0.1113286781,0.06310305768,0.1609218624,0.1212417894,0.2654144478,0.2300995283,0.02224708702,,17,0.02387538592,579132,651525,22396,36223,0.01230338924,0,,17,0.3804963254,0.3377317148,134405,119299,353236,579132
Ankara Kazan SC,0.1696529087,0.337379793,12508,24874,73727,219756,,Ankara Kazan SC,0.1492940171,0.3209136409,11007,23660,47425,219756,,Ankara Kazan SC,0,0.5996959562,0.03397027601,0.1645395395,0,0,0,0,,Ankara Kazan SC,0,0.1404682274,0.2760084926,0.3679304304,0.4660633484,0.3953061973,0.4047839302,0.1711026616,,Ankara Kazan SC,0,42869,1427,47504,37432,38214,43696,8614,,Ankara Kazan SC,,219756,,,15835,4346,0,,Pazartesi,0.2723424271,0.4221072437,26055,40383,95670,149108
Esenyurt SC ,0.3391189166,0.4091967936,29698,35835,87574,106989,,Esenyurt SC ,0.2963893393,0.4091967936,25956,35835,73886,106989,,Esenyurt SC ,0.9584664537,0.8779636364,0.7512496213,0,0.1917438805,0.02152264696,0.000489835905,0,,Esenyurt SC ,0.009584664537,0.0608,0.1288245986,0,0.5620246162,0.6567619659,0.6058351702,0,,Esenyurt SC ,1071,9063,35118,0,16859,7065,37813,0,,Esenyurt SC ,,106989,,,9620,0,0,,Salı,0.3523065275,0.3623654751,26058,26802,73964,119876
Gebze SC,0.3253804547,0.4916345801,28394,42902,87264,110451,,Gebze SC,0.2195980015,0.3246355886,19163,28329,51147,110451,,Gebze SC,0,0.9391188842,0,0.5905652633,0.09584475224,0.4272369715,0.003940742903,0,,Gebze SC,0,0.001771087005,0,0.2810484344,0.7417969039,0.3947885939,0.7292198789,0.5515337423,,Gebze SC,0,6043,0,45691,15924,8296,32358,2139,,Gebze SC,,110451,,,6405,0,0,,Çarşamba,0.4175574829,0.2933306441,24843,17452,59496,92877
Bursa MH,0.705747694,0.05065421819,31446,2257,44557,46890,,Bursa MH,0.4763112418,0.01321902282,21223,589,21869,46890,,Bursa MH,0,0,0,0,0,0.7240437802,0,0.3305984556,,Bursa MH,0,0,0,0,0,0.03944921737,0,0.2804054054,,Bursa MH,0,0,0,0,0,44759,0,2131,,Bursa MH,,46890,,,4363,0,0,,Perşembe,0.5187087597,0.207752183,13128,5258,25309,46386
Antalya MH,0.005378464628,0.4815160099,150,13429,27889,54409,,Antalya MH,0.005378464628,0.4815160099,150,13429,23363,54409,,Antalya MH,0,0,0,0,0,0.009268413248,0,0,,Antalya MH,0,0,0,0,0,0.4792387543,0.4846646732,0,,Antalya MH,0,0,0,0,0,40788,13621,0,,Antalya MH,,54409,,,0,0,0,,Cuma,0.3612300014,0.3678474975,22872,23291,63317,103831
Denizli MH,0.9998334929,0,24019,0,24023,26745,,Denizli MH,0.3140323856,0,7544,0,7544,26745,,Denizli MH,1,0,0,0,0,0.999696648,0.9996230682,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,13780,0,0,0,0,7195,5770,0,,Denizli MH,,26745,,,0,0,0,,Cumartesi,0.6045377678,0.1722942503,21449,6113,35480,67054
İkitelli-Defne Transfer Merkezi,0.9985369422,0,8190,0,8202,13892,,İkitelli-Defne Transfer Merkezi,0.9985369422,0.0002438429651,8190,2,8202,13892,,İkitelli-Defne Transfer Merkezi,0,0.9976006398,0,0,0,0.9993259942,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0.0004493372276,0,0,,İkitelli-Defne Transfer Merkezi,0,6499,0,0,0,7393,0,0,,İkitelli-Defne Transfer Merkezi,,13892,,,0,0,0,,,,,,,,
2026-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
18,0.3564085425,0.3334839483,95443,89304,267791,445731,,18,0.2671710401,0.2733250931,71546,73194,181821,445730,,18,0,0.7031641678,0.8246740611,0.3652149945,0.1174163457,0.3948120311,0.1869446963,0.2111085504,,18,0,0.1031547084,0.0997470325,0.3342750827,0.6025935479,0.2730650678,0.425543971,0.1972804794,,18,0,0.08956971806,0.09085524677,0.1269622261,0.1104724598,0.24265308,0.3209761044,0.01851116481,,18,0.03446248971,445731,578631,7305,22666,0.02810774074,0.004735035905,,18,0.3564085425,0.3334951511,95443,89307,267791,445731
Ankara Kazan SC,0.1300038615,0.2821653826,7070,15345,54383,161690,,Ankara Kazan SC,0.1235864149,0.26613096,6721,14473,35043,161690,,Ankara Kazan SC,0,0.5549503058,0.3792424988,0.04758220503,0,0,0,0,,Ankara Kazan SC,0,0.1308295107,0.2543039843,0.3900386847,0.4656269892,0.2981123389,0.2252994729,0.1470752089,,Ankara Kazan SC,0,25916,7009,30190,22131,34988,35821,5635,,Ankara Kazan SC,0.03917176923,161690,,,8322,0,1268,,Pazartesi,0.3038300853,0.4196582693,24290,33550,79946,126011
Esenyurt SC ,0.3298849,0.3540010962,19260,20668,58384,70612,,Esenyurt SC ,0.2870306933,0.3539839682,16758,20667,49108,70612,,Esenyurt SC ,0,0.8797546012,0.9376874132,0,0.05184648805,0.02259362426,0.008016435707,0,,Esenyurt SC ,0,0.06211656442,0.01996635705,0,0.6559015206,0.692355308,0.442595875,0,,Esenyurt SC ,0,8519,18048,0,8200,7146,28699,0,,Esenyurt SC ,,70612,,,3893,0,0,,Salı,0.3970123717,0.2342392735,24132,14238,60784,100139
Gebze SC,0.2930176849,0.5347282482,23975,43752,81821,106524,,Gebze SC,0.2041529681,0.356595495,16704,29177,49104,106523,,Gebze SC,0,0.7992305843,0.5750935329,0.540997645,0.196201694,0.2074171316,0.08429513603,0,,Gebze SC,0,0.09786006252,0.3158738642,0.3034146864,0.635190577,0.6762936221,0.6911926353,0,,Gebze SC,0,5489,7654,26401,18910,10577,37493,0,,Gebze SC,,106524,,,2297,0,0,,Çarşamba,0.3471196728,0.3526157035,18758,19055,54039,89247
Bursa MH,0.759863408,0.03674436981,26925,1302,35434,36962,,Bursa MH,0.4651464695,0.01797708416,16482,637,17152,36962,,Bursa MH,0,0,0,0,0,0.7907874734,0,0.3600628931,,Bursa MH,0,0,0,0,0,0.02158710854,0,0.2327044025,,Bursa MH,0,0,0,0,0,34346,0,2616,,Bursa MH,,36962,,,627,0,0,,Perşembe,0,0,0,0,0,0
Antalya MH,0.002962206333,0.4206843718,58,8237,19580,42581,,Antalya MH,0.002962206333,0.4206843718,58,8237,16562,42581,,Antalya MH,0,0,0,0,0,0,0.005767700875,0,,Antalya MH,0,0,0,0,0,0.4357412852,0.4064240255,0,,Antalya MH,0,0,0,0,0,21101,21480,0,,Antalya MH,,42581,,,7527,7527,0,,Cuma,0,0,0,0,0,0
Denizli MH,0.9987616099,0,4839,0,4845,5257,,Denizli MH,0.3110423117,0,1507,0,1508,5257,,Denizli MH,0,0,0,0,0,0,0.9987616099,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,5257,0,,Denizli MH,,5257,,,0,0,0,,Cumartesi,0.387047739,0.307633316,28263,22464,73022,130334
İkitelli-Defne Transfer Merkezi,0.9979016787,0,13316,0,13344,22105,,İkitelli-Defne Transfer Merkezi,0.9979016787,0.0002248201439,13316,3,13344,22105,,İkitelli-Defne Transfer Merkezi,0,0,0.9986288848,0,0,0,0.9975468332,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0.0003345227475,0,,İkitelli-Defne Transfer Merkezi,0,0,7786,0,0,0,14319,0,,İkitelli-Defne Transfer Merkezi,,22105,,,0,0,0,,,,,,,,
2026-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
19,0.3246661704,0.3365942244,147852,153284,455397,733776,,19,0.2451641096,0.2829289609,111647,128845,309020,733682,,19,0.7934743636,0.5102143216,0.6478339838,0.5311563539,0.1519818361,0.2508264927,0.2746091041,0.03609467456,,19,0.1434205809,0.1582682245,0.1672141284,0.282068978,0.4765735004,0.3807414071,0.3515347523,0.2986345016,,19,0.009220797628,0.04208913892,0.114904276,0.1300751183,0.124604784,0.2858420008,0.2397816227,0.05348226162,,19,0.1046491027,733776,909684,31585,108374,0.06222702389,0.01399218704,,19,0.3246661704,0.3365964203,147852,153285,455397,733776
Ankara Kazan SC,0.1299017584,0.3167361512,12588,30693,96904,275471,,Ankara Kazan SC,0.1181581772,0.3058697267,11450,29640,61830,275449,,Ankara Kazan SC,0.7934743636,0.5102143216,0.3611070648,0.07142176027,0,0.001249138525,0,0,,Ankara Kazan SC,0.1434205809,0.1582682245,0.1216314639,0.4123200153,0.4549813157,0.3871898691,0.3487571479,0.1821148036,,Ankara Kazan SC,6766,30884,24825,32368,40751,63827,52679,23371,,Ankara Kazan SC,,275471,,,45862,10518,6372,,Pazartesi,0.3625630017,0.3134683592,31076,26868,85712,123676
Esenyurt SC ,0.258608865,0.3668091952,30543,43322,118105,141230,,Esenyurt SC ,0.2325557766,0.3667837941,27466,43319,99466,141183,,Esenyurt SC ,0,0,0.702414751,0.7416955239,0.05635665667,0.0002801905296,0,0,,Esenyurt SC ,0,0,0.163445981,0.1135051943,0.5608245427,0.4565004203,0.4083839385,0,,Esenyurt SC ,0,0,43104,9281,36638,16042,36165,0,,Esenyurt SC ,,141230,,,21633,843,0,,Salı,0.2807586633,0.3475592781,23196,28715,82619,130749
Gebze SC,0.2962849717,0.4931645733,36822,61290,124279,159425,,Gebze SC,0.2051110807,0.3382952872,25491,42043,75515,159413,,Gebze SC,0,0,0.6627101879,0.5183129475,0.5920577617,0.02048988019,0.2087446627,0,,Gebze SC,0,0,0.2031816683,0.3536505979,0.2784081141,0.7706697532,0.5813151153,0.35799286,,Gebze SC,0,0,16385,40646,14043,40099,36061,12191,,Gebze SC,,159425,,,20485,2380,0,,Çarşamba,0.2161737912,0.4599439383,15424,32817,71350,119541
